flag,unique_id,id,site_name,state,county,address,city,zip_code,phone_number,testing_status,appointment_required,physician_order_required,screening_required,restrictions_apply,restriction_details,type_of_center,rapid_testing,non_rapid_testing,guidelines,provider_url,antibody_testing,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude,cost_of_test,open_date,close_date,minimum_age
,1734,NY30,NYC Health + Hospitals/Coney Island,NY,Kings,2601 Ocean Parkway,Brooklyn,11235,(844) 692-4692,Testing,N,N,In-Person Screening,N,,Hospital,N,"Y,2-3","Pre-registration available, visit web-page at https://www.nychealthandhospitals.org/covid-19-testing-sites/
 No walk-ins after 5 p.m. Mon  Fri and no walk-ins after 2p.m. on Saturdays.
 Coney Island Hospital does not offer rapid testing.",https://www.nychealthandhospitals.org/covid-19-testing-sites/?redirect&notification,N,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-12:00PM,08:00AM-04:00PM,,40.5856,-73.9649,0.00,,,2
,1735,NY31,"NYC Health + Hospitals/Gotham Health, East New York",NY,Kings,2094 Pitkin Avenue,Brooklyn,11207,(844) 692-4692,Testing,N,N,In-Person Screening,N,,Clinic,N,"Y,3-5","Pre-registration available, visit web-page. Close on 2/21/2022, President's Day",https://www.nychealthandhospitals.org/covid-19-testing-sites-for-high-risk-patients/,N,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,,,40.6717,-73.8952,0.00,,,
,1742,NY38,NYC Health + Hospitals/Harlem,NY,New York,506 Lenox Avenue,New York,10037,(212) 939-1000,Testing,N,N,In-Person Screening,N,,Walk up only,N,"Y,1-3","Pre-registration available, visit web-page at https://www.nychealthandhospitals.org/covid-19-testing-sites/.",https://www.nychealthandhospitals.org/covid-19-testing-sites/?redirect&notification,Y,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,,40.8142,-73.9398,0.00,,,0
,1743,NY39,NYC Health + Hospitals/Metropolitan,NY,New York,1901 First Avenue,New York,10029,(844) 692-4692,Testing,N,N,In-Person Screening,N,,Walk up only,N,"Y,1-3","Due to the storm, this site will close by 5pm on Friday, January 28and remain closed on Saturday, January 29. Pre-registration available, visit web-page at https://www.nychealthandhospitals.org/covid-19-testing-sites/.",https://www.nychealthandhospitals.org/covid-19-testing-sites/?redirect&notification,Y,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,,40.7852,-73.945,0.00,,,2
,1744,NY40,"NYC Health + Hospitals/Gotham Health, Gouverneur",NY,New York,227 Madison Street,New York,10002,(844) 692-4692,Testing,N,N,In-Person Screening,N,,Walk up only,N,"Y,3-5","Pre-registration available, visit web-page. Close on 2/21/2022, President's Day",https://www.nychealthandhospitals.org/covid-19-testing-sites-for-high-risk-patients/,N,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,,,40.713,-73.9877,0.00,,,4
,1766,NY65,ProHealth Urgent Care - Marine Park,NY,Kings,4108 Avenue U,Brooklyn,11234,(718) 252-2581,Testing,N,N,Phone or In-Person Screening,N,,Drive-thru,"Y,6","Y,2-3",We offer COVID-19 testing at several adult and pediatric primary care practices. Call to make an appointment.,https://www.prohealthcare.com/urgent-care.html,Y,09:00AM-11:00PM,09:00AM-11:00PM,09:00AM-11:00PM,09:00AM-11:00PM,09:00AM-11:00PM,09:00AM-11:00PM,09:00AM-11:00PM,40.6084,-73.9233,,,,2
,1767,NY66,ProHealth Pediatric Urgent Care - Yorkville,NY,New York,1601 3rd Ave,New York,10128,(646) 692-6272,Testing,N,N,In-Person Screening,N,,Walk up only,"Y,5","Y,1-2",,https://www.prohealthcare.com/about-us/insights/drive-thru-testing.html,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-05:00PM,08:00AM-05:00PM,40.7813,-73.9515,,,,2
,1768,NY67,ProHealth Urgent Care - Glen Oaks,NY,Queens,259-25 Union Turnpike, ,11004,(516) 874-0411,Testing,N,N,In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2",This is a full-service urgent care center that has COVID-19 testing for all ages. Walk in or book in advance with SOLV.,https://www.prohealthcare.com/about-us/insights/drive-thru-testing.html,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-05:00PM,08:00AM-05:00PM,40.7471,-73.7124,,,,
,1770,NY69,ProHEALTH Urgent Care - Howard Beach,NY,Queens,164-50 Cross Bay Boulevard,Howard Beach,11414,(516) 874-0411,Testing,Y,N,Phone Screening,N,,Urgent Care Clinic,"Y,6","Y,2","Call hotline 516-874-0411 to speak with a medical professional, If your symptoms suggest you need a test, you'll be scheduled at the nearest location. Hotline is available M-F from 8 a.m. to 7 p.m. and on weekends from 8 a.m. to 4 p.m",https://www.prohealthcare.com/about-us/insights/drive-thru-testing.html,Y,07:00AM-10:00PM,07:00AM-10:00PM,07:00AM-10:00PM,07:00AM-10:00PM,07:00AM-10:00PM,07:00AM-10:00PM,07:00AM-10:00PM,40.6493,-73.8378,,,,
,1771,NY70,ProHealth Urgent Care - Bulls Head,NY,Richmond,2960 Victory Boulevard,Staten Island,10314,(718) 370-2014,Testing,N,N,,N,,Urgent Care Clinic,"Y,6","Y,2-3","Call hotline 516-874-0411 to speak with a medical professional, If your symptoms suggest you need a test, you'll be scheduled at the nearest location. Hotline is available M-F from 8 a.m. to 7 p.m. and on weekends from 8 a.m. to 4 p.m, Call in for holiday (NYE & NYD) hours.",https://www.solvhealth.com/prohealth-circle-urgent-care-staten-island-ny-XpjRnp,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-05:00PM,08:00AM-05:00PM,40.6071,-74.1612,,,,
,1776,NY76,ProHEALTH Urgent Care - Gramercy Park,NY,New York,291 3rd Ave.,New York,10010,(516) 874-0411,Testing,N,N,Phone Screening,N,,Walk up only,"Y,6","Y,2","Call hotline 516-874-0411 to speak with a medical professional, If your symptoms suggest you need a test, you'll be scheduled at the nearest location. Hotline is available M-F from 8 a.m. to 7 p.m. and on weekends from 8 a.m. to 4 p.m. This is a walk up testing site.",https://www.prohealthcare.com/about-us/insights/drive-thru-testing.html,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-05:00PM,08:00AM-05:00PM,40.7383,-73.9832,,,,
,1780,NY80,Medrite Urgent Care- Midtown East,NY,New York,919 2nd Ave. ,New York,10017,(212) 935-3333,Testing,N,N,In-Person Screening,N,,Urgent Care Clinic,"Y,72","Y,1",,https://medriteurgentcare.com/covid-19-registration/,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-06:00PM,09:00AM-06:00PM,40.7542,-73.9694,,,,1
,1823,NY128,ProHEALTH Urgent Care - Little Neck,NY,Queens,254-61 Nassau Blvd.,Little Neck,11362,(917) 563-1660,Testing,N,Y,Phone or In-Person Screening,N,,Urgent Care Clinic and Drive-thru,"Y,6","Y,2",Call Hotline at 1-516-874-0411 for screening. If symptomatic you will be scheduled for a drive-thru testing appointment. On arrival call and a staff member will meet you.,https://www.prohealthcare.com/urgent-care.html,N,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-05:00PM,08:00AM-05:00PM,40.7653,-73.7255,,,,
,1826,NY131,Northwell Health-GoHealth Urgent Care,NY,Queens,41-19 Bell Blvd,Bayside,11361,(929) 373-4480,Testing,Y,N,Virtual Screening,N,,Urgent Care Clinic,"Y,6","Y,2-3",,https://www.gohealthuc.com/northwell/locations/bayside,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7631,-73.7703,,,,
,1837,NY145,Northwell Health-GoHealth Urgent Care,NY,Queens,102-29 Queens Blvd,Forest Hills,11375,(718) 502-9798,Testing,N,N,Virtual Screening,N,,Urgent Care Clinic,Y,"Y,2-3","If you wish to be evaluated for COVID-19 for care or testing, you may use the Virtual Visit service. It's strongly recommended that you save your spot online for an in-center visit. Please wear a mask when entering a center. COVID-19 rapid testing is available only in select locations and is in extremely limited supply at this time.
 You may save your spot online prior to your visit. ",https://www.gohealthuc.com/northwell/locations/forest-hills,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,40.7257,-73.8504,,,,
,1839,NY147,Northwell Health-GoHealth Urgent Care,NY,Queens,58-28 99th St,Queens,11368,(718) 502-9867,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,Y,"Y,2-3","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit.
 You may save your spot online prior to your visit. ",https://www.gohealthuc.com/northwell/locations/lefrak-city,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7374,-73.8599,,,,
,1842,NY150,Northwell Health-GoHealth Urgent Care,NY,Queens, 55-05 Myrtle Ave.,Ridgewood,11385,(718) 502-9063,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-3","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit. 
 You may save your spot online prior to your visit. ",https://www.gohealthuc.com/northwell/locations/ridgewood,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7002,-73.9083,,,,
,1852,NY160,Northwell Health-GoHealth Urgent Care,NY,New York,1555 1st Ave,New York,10028,(212) 897-1995,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-3","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit. 
 You may save your spot online prior to your visit. ",https://www.gohealthuc.com/northwell/locations/east-81st,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7736,-73.9521,,,,
,1854,NY162,Lenox Hill Hospital,NY,New York,130 E 77th St,New York,10075,(212) 434-2000,Testing,Y,Y,Phone or In-Person Screening,N,,Emergency Room,Y,Y,"Testing after a phone screening by the hotline or by PCP referral, only patients of record. ",https://www.northwell.edu/coronavirus-covid-19/frequently-asked-questions,N,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,40.7737,-73.9603,,,,
,1855,NY163,Northwell Health-GoHealth Urgent Care,NY,New York,2628 Broadway,New York,10025,(212) 897-1992,Testing,N,N,Phone or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-3","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit.
 You may save your spot online prior to your visit. ",https://www.gohealthuc.com/northwell/locations/w-100th,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-09:00PM,40.7968,-73.9696,,,,
,1856,NY164,Northwell Health-GoHealth Urgent Care,NY,Kings,145 Kent Ave,Brooklyn,11249,(347) 801-2136,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-3","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit.
 You may save your spot online prior to your visit. 
 ",https://www.gohealthuc.com/northwell/locations/williamsburg,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7192,-73.9625,,,,
,1857,NY165,New York University Langone Tisch Hospital,NY,New York,550 1st Ave,New York,10016,(646) 929-7870,Testing,Y,Y,Phone or Virtual Screening,N,,Hospital,"Y,5","Y,2",Ground Floor Medical Science Building.,https://nyulangone.org/locations/covid-19-testing,Y,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,,40.7421,-73.9739,,,,
,1858,,NYC Health + Hospitals Bellevue,NY,New York,462 1st Ave,NY,10016,(212) 562-5555,Testing,N,N,In-Person Screening,N,,Hospital,N,"Y,2-3","Pre-registration available, visit web-page at https://www.nychealthandhospitals.org/covid-19-testing-sites/. Walk-in hours may be subject to change depending on patient volume.",https://www.nychealthandhospitals.org/covid-19-testing-sites/?redirect&notification,N,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,,40.7397,-73.9762,,,,2
,1859,NY167,Northwell Health-GoHealth Urgent Care,NY,New York,199 Amsterdam Ave,New York,10023,(212) 721-4200,Testing,N,N,Phone or Virtual Screening,N,,Urgent Care Clinic,"Y,6","Y,2-10","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit.",https://www.gohealthuc.com/northwell/locations/w-69th,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,40.7764,-73.9828,,,,0
,1860,NY168,Northwell Health-GoHealth Urgent Care,NY,Kings,365 Flatbush Ave,Brooklyn,11238,(347) 871-9485,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-10","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit. n",https://www.gohealthuc.com/northwell/locations/park-slope,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.6769,-73.9719,,,,
,1862,NY170,Northwell Health-GoHealth Urgent Care,NY,New York,41 E 8th St,New York,10003,(212) 897-1991,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-3","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit. n",https://www.gohealthuc.com/northwell/locations/greenwich-village,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7314,-73.9941,,,,
,1863,NY171,Northwell Health-GoHealth Urgent Care,NY,New York,225 W 23rd St,New York,10011,(212) 897-1994,Testing,Y,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-10","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit. n",https://www.gohealthuc.com/northwell/locations/chelsea,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7448,-73.9966,,,,
,1865,NY173,ProHEALTH Urgent Care - Carroll Gardens,NY,Kings,330 Court St,Brooklyn,11231,(718) 625-1600,Testing,N,N,,N,,Urgent Care Clinic,"Y,6","Y,2-3",Call triage line (516) 874-0411 prior to visiting. If deemed necessary you will be referred to the nearest location for testing.,https://www.solvhealth.com/prohealth-urgent-care-brooklyn-ny-vp32QA,Y,08:00AM-05:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-05:00PM,40.6829,-73.9958,,,,
,1866,NY174,ProHEALTH Urgent Care - Bensonhurst,NY,Kings,6906 18th Ave.,Brooklyn,11204,(718) 621-5933,Testing,N,N,Phone or In-Person Screening,N,,Urgent Care Clinic,"Y,5","Y,2",Call triage line (718)621-5933 prior to visiting. If deemed necessary you will be referred to the nearest location for testing. ,https://www.prohealthcare.com/about-us/insights/drive-thru-testing.html,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-05:00PM,08:00AM-05:00PM,40.6168,-73.993,,,,
,1873,NY182,Northwell Health-GoHealth Urgent Care,NY,Richmond,1700 Hylan Blvd,Staten Island,10305,(718) 502-8425,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-3","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit.",https://www.gohealthuc.com/northwell/locations/dongan-hills,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,40.5871,-74.0913,,,,
,1874,NY183,Northwell Health-GoHealth Urgent Care,NY,Richmond,2590 Hylan Blvd,Staten Island,10306,(718) 502-9879,Testing,Y,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-10","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit.",https://www.gohealthuc.com/northwell/locations/new-dorp,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.568,-74.1105,,,,
,1875,NY184,Northwell Health-GoHealth Urgent Care,NY,Richmond,125 Greaves Ln,Staten Island,10308,(718) 502-8763,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,7","Y,2-3","If you think you have been exposed to COVID-19, on-site providers will evaluate you and perform test in the center. Evaluation may be completed in a virtual visit.",https://www.gohealthuc.com/northwell/locations/great-kills,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.5534,-74.1441,,,,0
,1876,NY185,Northwell Health-GoHealth Urgent Care,NY,Richmond,"1445 Richmond Ave, Suite E",Staten Island,10314,(929) 219-0622,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-3",Reserve a spot on-line. Testing fees may apply if uninsured.,https://www.gohealthuc.com/northwell/locations/bulls-head,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.6112,-74.1565,,,,0
,1878,NY187,Northwell Health-GoHealth Urgent Care,NY,Richmond,4316 Amboy Road,Staten Island,10312,(929) 282-4146,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-10",Reserve a spot on-line. Testing fees may apply if uninsured.,https://www.gohealthuc.com/northwell/locations/eltingville,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.5454,-74.1593,,,,
,1960,NY271,NYC Health + Hospitals/Gotham Health Vanderbilt Walk In,NY,Richmond,165 Vanderbilt Avenue,Staten Island,10304,(844) 692-4692,Testing,N,N,In-Person Screening,N,,Walk up only,N,"Y,3-5","Pre-registration available, visit web-page. Close on 2/21/2022, President's Day",https://www.nychealthandhospitals.org/covid-19-testing-sites/?redirect&notification,N,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,07:00AM-04:00PM,,,40.6204,-74.0769,0.00,,,
,2057,NY393,Mount Sinai - Union Square,NY,New York,10 Union Square East,New York,10003,(212) 844-6000,Testing,N,N,Virtual or In-Person Screening,N,,Urgent Care Clinic,,"Y,2","If you have no symptoms but need a test, please contact your Primary Care Provider or find a New York State test site near you.",https://www.mountsinai.org/about/covid19/testing-information,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7348,-73.9898,,,,
,2139,NY496,Bedford-Stuyvesant family care center - Brooklyn 3,NY,Kings,325 Herkimer Street,Brooklyn,11216,(888) 364-3065,Testing,Y,N,Phone or Virtual Screening,N,,Clinic,N,"Y,1-3",APPOINTMENT IS REQUIRED. Individuals who would like to be tested must make an appointment by calling NYS COVID-19 Hotline 888-364-3065. NO WALK-INS allowed.,https://coronavirus.health.ny.gov/covid-19-testing,N,09:00AM-11:45AM,09:00AM-11:45AM,09:00AM-11:45AM,09:00AM-11:45AM,09:00AM-11:45AM,,,40.6795,-73.9426,0.00,,,4
,3525,CMD2,CityMD Urgent Care- East 161st,NY,Bronx,68 E 161 St,Bronx,10451,(718) 571-9139,Testing,N,N,,N,,Urgent Care Clinic,"Y,6","Y,2-3",Call in near closing times/hours to see if location is still testing. Covid-19 testing is on a first come-first serve basis. Testing available for asymptomatic patients. Walk-ins welcome.,https://www.citymd.com/urgent-care-locations/ny/bronx/east-161st/072,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-06:00PM,09:00AM-06:00PM,40.8273,-73.9254,,,,
